400
2 3 10120 10121
2 3 10121 10122
2 3 10122 10123
2 3 10123 10124
2 3 10124 10125
2 3 10125 10126
2 3 10126 10127
2 3 10127 10128
2 3 10128 10129
2 3 10129 10130
2 3 10130 10131
2 3 10131 10132
2 3 10132 10133
2 3 10133 10134
2 3 10134 10135
2 3 10135 10136
2 3 10136 10137
2 3 10137 10138
2 3 10138 10139
2 3 10139 10140
2 3 10140 10141
2 3 10141 10142
2 3 10142 10143
2 3 10143 10144
2 3 10144 10145
2 3 10145 10146
2 3 10146 10147
2 3 10147 10148
2 3 10148 10149
2 3 10149 10150
2 3 10150 10151
2 3 10151 10152
2 3 10152 10153
2 3 10153 10154
2 3 10154 10155
2 3 10155 10156
2 3 10156 10157
2 3 10157 10158
2 3 10158 10159
2 3 10159 10160
2 3 10160 10161
2 3 10161 10162
2 3 10162 10163
2 3 10163 10164
2 3 10164 10165
2 3 10165 10166
2 3 10166 10167
2 3 10167 10168
2 3 10168 10169
2 3 10169 10170
2 3 10170 10171
2 3 10171 10172
2 3 10172 10173
2 3 10173 10174
2 3 10174 10175
2 3 10175 10176
2 3 10176 10177
2 3 10177 10178
2 3 10178 10179
2 3 10179 10180
2 3 10180 10181
2 3 10181 10182
2 3 10182 10183
2 3 10183 10184
2 3 10184 10185
2 3 10185 10186
2 3 10186 10187
2 3 10187 10188
2 3 10188 10189
2 3 10189 10190
2 3 10190 10191
2 3 10191 10192
2 3 10192 10193
2 3 10193 10194
2 3 10194 10195
2 3 10195 10196
2 3 10196 10197
2 3 10197 10198
2 3 10198 10199
2 3 10199 10200
2 4 0 101
2 4 101 202
2 4 202 303
2 4 303 404
2 4 404 505
2 4 505 606
2 4 606 707
2 4 707 808
2 4 808 909
2 4 909 1010
2 4 1010 1111
2 4 1111 1212
2 4 1212 1313
2 4 1313 1414
2 4 1414 1515
2 4 1515 1616
2 4 1616 1717
2 4 1717 1818
2 4 1818 1919
2 4 1919 2020
2 4 2020 2121
2 4 2121 2222
2 4 2222 2323
2 4 2323 2424
2 4 2424 2525
2 4 2525 2626
2 4 2626 2727
2 4 2727 2828
2 4 2828 2929
2 4 2929 3030
2 4 3030 3131
2 4 3131 3232
2 4 3232 3333
2 4 3333 3434
2 4 3434 3535
2 4 3535 3636
2 4 3636 3737
2 4 3737 3838
2 4 3838 3939
2 4 3939 4040
2 4 4040 4141
2 4 4141 4242
2 4 4242 4343
2 4 4343 4444
2 4 4444 4545
2 4 4545 4646
2 4 4646 4747
2 4 4747 4848
2 4 4848 4949
2 4 4949 5050
2 4 5050 5151
2 4 5151 5252
2 4 5252 5353
2 4 5353 5454
2 4 5454 5555
2 4 5555 5656
2 4 5656 5757
2 4 5757 5858
2 4 5858 5959
2 4 5959 6060
2 4 6060 6161
2 4 6161 6262
2 4 6262 6363
2 4 6363 6464
2 4 6464 6565
2 4 6565 6666
2 4 6666 6767
2 4 6767 6868
2 4 6868 6969
2 4 6969 7070
2 4 7070 7171
2 4 7171 7272
2 4 7272 7373
2 4 7373 7474
2 4 7474 7575
2 4 7575 7676
2 4 7676 7777
2 4 7777 7878
2 4 7878 7979
2 4 7979 8080
2 4 8080 8181
2 4 8181 8282
2 4 8282 8383
2 4 8383 8484
2 4 8484 8585
2 4 8585 8686
2 4 8686 8787
2 4 8787 8888
2 4 8888 8989
2 4 8989 9090
2 4 9090 9191
2 4 9191 9292
2 4 9292 9393
2 4 9393 9494
2 4 9494 9595
2 4 9595 9696
2 4 9696 9797
2 4 9797 9898
2 4 9898 9999
2 4 9999 10100
